trial,arm,order_id,side,intended_size,filled_size,fill_rate,decision_price,avg_fill_price,implementation_shortfall,vwap_slippage,timed_out,tick_to_trade_us,fees_paid
32,sor,0,BUY,5814,5814,1,10145,10169.9,144596,24.8703,0,11657.6,1.4157
32,sor,1,SELL,838,838,1,10192.5,10129.7,52663,64.6911,0,171.1,0.0846
32,sor,2,SELL,6335,6335,1,10081,10066.3,93138,14.7021,0,554.8,1.9296
32,sor,3,SELL,3052,3052,1,10018.5,10016.8,5169,2.38688,0,439.7,1.0215
32,sor,4,SELL,5917,5917,1,10143,10140.8,13102,27.7102,0,504,2.4633
32,sor,5,SELL,6683,6683,1,10287.5,10283.6,26193.5,4.56857,0,541.7,3.6063
33,sor,0,BUY,6080,6080,1,9920.5,9927.94,45260,40.0767,0,341.5,3.3768
33,sor,1,BUY,3048,3048,1,9822.5,9840.21,53970,17.7067,0,4416,1.6416
33,sor,2,SELL,1364,1364,1,9852,9798.3,73243,53.6972,0,135.7,1.2276
33,sor,3,BUY,5252,4533,0.8631,9979,9988.71,44015,9.70991,1,605,0.7506
33,sor,4,BUY,9697,9697,1,9998,9996.5,-14568,6.21028,0,697.3,2.7603
33,sor,5,SELL,3668,3668,1,9997.5,9993.69,13965,-48.6098,0,457.3,1.4603
34,sor,0,SELL,4822,4822,1,10129,10111,86597,17.9587,0,496,1.4785
34,sor,1,SELL,7788,7788,1,10305.5,10296.1,73322,-9.02413,0,8682.4,2.5137
34,sor,2,BUY,2299,2299,1,10306.5,10303.9,-5954.5,-5.06014,0,5110.1,1.2267
34,sor,3,BUY,2528,2528,1,10467.5,10462.4,-12799,20.9869,0,2890.7,1.1871
34,sor,4,SELL,514,514,1,10468,10414.4,27572,53.642,0,970.2,0.0522
34,sor,5,SELL,2704,2704,1,10468,10467,2704,1,0,5285.3,1.0836
35,sor,0,BUY,7569,7569,1,10090.5,10099.4,67695.5,-6.25045,0,12810.9,2.1357
35,sor,1,BUY,897,897,1,10144.5,10146,1344.5,1.49889,0,26083.3,0.8073
35,sor,2,BUY,946,946,1,10145,10146,946,1,0,589.3,0.8514
35,sor,3,BUY,3058,3058,1,10145,10137.9,-21854,-7.1465,0,6669.7,1.521
35,sor,4,SELL,835,835,1,9903,9900.77,1862,3.54951,0,2665.9,0.3411
35,sor,5,SELL,8829,8829,1,9800,9795.94,35866,4.36659,0,5304,3.3885
36,sor,0,SELL,4933,4933,1,9999.5,9999,2466.5,0.5,0,490.1,2.5632
36,sor,1,BUY,5410,5410,1,9999.5,10001,8094,36.9147,0,558,2.6955
36,sor,2,SELL,7531,7531,1,9999.5,9984.4,113703,12.3506,0,1745.5,3.1491
36,sor,3,BUY,9717,9717,1,9847.5,9856.2,84530.5,4.19924,0,621.9,4.3875
